nombre,estado,latitud,longitud,pob_total,pob_masculina,pob_femenina
Campo Canán (Tierras Prometidas),Sinaloa,24.660511,-107.491351,8,,
La Rastra,Sinaloa,24.71124,-106.835156,35,22.0,13.0
Ciénega,Sinaloa,26.310854,-107.936851,10,5.0,5.0
Jiménez,Sinaloa,23.661248,-106.436416,4,,
El Nuevo Ostional,Sinaloa,25.173525,-108.168196,248,122.0,126.0
El Chapote,Sinaloa,26.172725,-107.947377,3,,
La Marimita,Sinaloa,22.957179,-105.957253,1,,
Abuya,Sinaloa,24.251335,-107.014538,53,29.0,24.0
La Anona,Sinaloa,25.063051,-107.489003,303,154.0,149.0
Los Ébanos,Sinaloa,26.09328,-108.115706,72,37.0,35.0
Cubiri de la Cuesta,Sinaloa,25.752955,-108.282704,754,378.0,376.0
Arkadia Uno (El Siete),Sinaloa,24.517563,-107.464839,22,,
Dique Número Seis,Sinaloa,26.517535,-108.616688,15,8.0,7.0
Lucero del Camino,Sinaloa,23.70666,-106.766308,5,,
Bachomobampo Número Uno,Sinaloa,25.75906,-109.189721,955,482.0,473.0
Norobato [Campo Sacrificio],Sinaloa,25.019861,-107.726311,1,,
Las Bebelamas de Romero,Sinaloa,24.640898,-107.125047,76,41.0,35.0
Ninguno [Empaque Agrícola Alex],Sinaloa,25.675806,-108.651194,12,,
Campo San Manuel,Sinaloa,25.269066,-108.060306,4,,
El Pochote,Sinaloa,23.414562,-106.396019,11,7.0,4.0
La Semana,Sinaloa,23.390041,-106.370947,5,,
Emiliano Zapata,Sinaloa,22.911188,-105.868934,401,192.0,209.0
Cruz Blanca,Sinaloa,25.670861,-108.374396,981,483.0,498.0
El Carrizal Número Dos,Sinaloa,24.628679,-107.282852,301,168.0,133.0
Los Bulitos,Sinaloa,24.448078,-106.649701,58,31.0,27.0
El Salado,Sinaloa,24.507621,-107.160249,2422,1202.0,1220.0
Las Grullas Margen Izquierda,Sinaloa,25.856689,-109.326775,2688,1366.0,1322.0
La Chiripa,Sinaloa,26.117022,-108.765929,54,28.0,26.0
Palos Dulces,Sinaloa,25.529069,-108.497234,241,135.0,106.0
Santa Blanca,Sinaloa,24.917218,-107.552725,8,3.0,5.0
El Retancito,Sinaloa,26.610193,-108.226033,3,,
El Guamúchil,Sinaloa,25.986373,-108.5255,11,5.0,6.0
El Playón,Sinaloa,25.222016,-108.191252,13,7.0,6.0
El Arroyo de Ocoroni [Tino Acosta],Sinaloa,25.672097,-108.442067,2,,
La Huerta,Sinaloa,25.189263,-107.36875,7,,
Arroyo de los Armenta,Sinaloa,26.407682,-108.710114,303,167.0,136.0
San Isidro Viejo,Sinaloa,25.971287,-109.23913,125,60.0,65.0
Choix,Sinaloa,26.707011,-108.322352,10328,5040.0,5288.0
Lagunillas,Sinaloa,25.678552,-107.99946,98,51.0,47.0
El Limón,Sinaloa,25.872183,-107.959362,135,66.0,69.0
Ninguno,Sinaloa,25.395632,-108.123541,9,,
Frontera [Rancho],Sinaloa,24.946802,-107.661065,2,,
El Vergel,Sinaloa,24.716857,-107.799205,844,399.0,445.0
La Vuelta,Sinaloa,24.71549,-107.705461,594,294.0,300.0
Potrerito,Sinaloa,25.250511,-107.363867,34,19.0,15.0
Palomino,Sinaloa,25.901594,-109.087414,2,,
El Crucero,Sinaloa,26.180872,-108.757821,40,16.0,24.0
La Quinta,Sinaloa,24.715245,-107.718012,9,5.0,4.0
Poblado Número Cinco,Sinaloa,26.223847,-109.06135,2295,1160.0,1135.0
Ampliación Nuevo Bachomobampo Número Dos,Sinaloa,25.735575,-109.133725,16,9.0,7.0
San Rafael,Sinaloa,24.645146,-107.41432,147,79.0,68.0
El Tanque,Sinaloa,25.739799,-108.323468,41,25.0,16.0
Rancho Viejo de los Serrano,Sinaloa,25.301782,-107.628433,14,6.0,8.0
El Zacate de San Clemente,Sinaloa,23.382332,-106.277853,8,,
El Rodeo,Sinaloa,24.378079,-106.705838,523,258.0,265.0
El Bombeo,Sinaloa,22.957314,-105.876826,3,,
El Capule,Sinaloa,25.03395,-107.608654,156,80.0,76.0
Campo Mendoza,Sinaloa,26.238563,-109.050578,2,,
Ranchito las Palmas,Sinaloa,25.622644,-108.706564,3,,
Las Huertas,Sinaloa,23.128565,-106.301279,6,,
La Huerta de Polo (La Huerta),Sinaloa,24.816541,-107.53315,3,,
Rancho la Bugambilia,Sinaloa,25.701664,-109.087639,5,,
Laguna de San Pedro,Sinaloa,24.771801,-107.59322,470,243.0,227.0
El Quince,Sinaloa,24.813153,-107.555464,104,52.0,52.0
El Pasito,Sinaloa,26.517622,-108.709369,51,30.0,21.0
El Aguajito,Sinaloa,25.90811,-108.513738,92,44.0,48.0
Radio Fama [Antena],Sinaloa,25.923857,-108.935447,2,,
El Zapotillo,Sinaloa,25.642069,-107.338754,16,8.0,8.0
Tamaulipas,Sinaloa,24.909457,-107.594976,5,,
Santa Alicia (Florisa),Sinaloa,24.611923,-107.514249,3,,
Las Cabezas,Sinaloa,25.603288,-108.123592,293,153.0,140.0
Jacola,Sinaloa,24.189225,-107.151477,858,450.0,408.0
El Guayacanal,Sinaloa,25.333169,-108.244534,2,,
Campo San Ramón,Sinaloa,24.677393,-107.711017,3,,
El Guayabo de Abajo,Sinaloa,25.995843,-107.37556,64,30.0,34.0
Miguel Alemán,Sinaloa,25.615591,-108.804337,689,318.0,371.0
La Higuerita,Sinaloa,25.818544,-107.394798,4,,
Haciendita de los Martínez,Sinaloa,25.874986,-107.742381,31,16.0,15.0
Ejido Ponce,Sinaloa,22.938157,-105.821473,679,333.0,346.0
Campo el Pagador,Sinaloa,24.627827,-107.532721,77,,
Cubiri de Portelas,Sinaloa,25.787138,-108.260612,1866,938.0,928.0
Las Paredes,Sinaloa,26.124139,-107.895963,18,8.0,10.0
El Venadito (El Venadillo),Sinaloa,24.925394,-107.529908,1,,
Los Cardones de en Medio,Sinaloa,23.522162,-106.390997,3,,
Sodi [Productora Agrícola],Sinaloa,25.513397,-108.505639,23,9.0,14.0
El Tule,Sinaloa,25.64015,-107.881559,164,98.0,66.0
Rancho los López,Sinaloa,25.555836,-108.497569,17,10.0,7.0
El Carmen,Sinaloa,23.857936,-106.504243,81,43.0,38.0
El Quelele,Sinaloa,25.731589,-108.040138,1,,
Concentración 5 de Febrero,Sinaloa,25.855954,-108.631182,1198,596.0,602.0
Cota y Cota,Sinaloa,25.698672,-108.774678,2,,
El Desmonte,Sinaloa,26.305019,-107.933283,3,,
Cohuibampo,Sinaloa,25.942579,-109.159831,2629,1364.0,1265.0
Santa Cruz,Sinaloa,24.950784,-107.763077,5,,
El Tigre,Sinaloa,26.990769,-108.259544,1,,
Kilómetro Veintiuno,Sinaloa,26.265754,-108.829386,2,,
Chipotles Brunos,Sinaloa,25.609088,-108.647185,3,,
San Francisco de Tacuichamona,Sinaloa,24.360784,-107.076094,1208,615.0,593.0
Buaypot-Ty,Sonora,27.579009,-110.130203,1,,
El Mezcalito,Sonora,30.411111,-109.793056,1,,
Colonia el Álamo,Sonora,30.782134,-110.830849,1,,
Los Choros (Predio Veintiuno),Sonora,29.07549,-111.020759,2,,
Miguel Álvarez,Sonora,27.408917,-110.058029,4,,
El Potrero,Sonora,27.494791,-109.869738,1,,
San Miguel,Sonora,28.305494,-111.28506,9,,
La Huérfana (La Tortilla),Sonora,30.126852,-112.292525,2,,
El Perú,Sonora,30.339907,-111.069188,3,,
El Ahorcadero,Sonora,29.660099,-110.924171,2,,
Las Cobras [Rancho],Sonora,27.446541,-109.962543,2,,
La Bolsa,Sonora,32.234302,-114.959615,10,,
San Isidro de las Carretas,Sonora,30.32662,-111.150596,1,,
El Pocito,Sonora,28.330417,-110.750037,5,,
Los Fresnos,Sonora,31.140815,-110.954126,5,,
Ciénega de Camilo,Sonora,28.427814,-108.56566,1,,
El Paredón Colorado,Sonora,30.65638,-109.760904,1,,
La Pitahaya,Sonora,27.504914,-109.843955,1,,
Etchoropo,Sonora,26.771667,-109.683333,1029,544.0,485.0
La Cieneguita,Sonora,28.398263,-108.591912,21,10.0,11.0
Badesi (Junta),Sonora,29.372923,-109.255717,1,,
Ranchito de Huépac,Sonora,29.884228,-110.216554,123,60.0,63.0
El Pecado,Sonora,30.687517,-110.937148,3,,
El Triguito,Sonora,28.400717,-110.293126,4,,
Arsenio Portillo (Los Molinos),Sonora,31.146357,-111.744498,2,,
Rancho de Anguis,Sonora,26.881258,-109.774216,6,,
Rancho Viejo,Sonora,30.784223,-111.124538,2,,
Martha Aurelia,Sonora,30.883344,-113.008859,1,,
Silvas,Sonora,30.110039,-110.246332,1,,
Nanenachi,Sonora,30.727262,-111.148081,4,,
Raymundo Ramos,Sonora,27.563927,-109.914083,2,,
José María Morelos y Pavón (La Atravezada),Sonora,28.095938,-110.692338,2342,1165.0,1177.0
René Reyna,Sonora,30.857213,-111.541401,1,,
Ninguno [Familia Ortiz Sotelo],Sonora,32.225965,-114.933753,4,,
Junelancahui (El Mezquite),Sonora,28.069226,-110.548311,405,209.0,196.0
Kilowatt,Sonora,28.869188,-111.721522,2,,
Hacienda la Cabaña,Sonora,29.439357,-110.407147,2,,
Campo Rivera,Sonora,27.15362,-109.810361,2,,
México (Grupo México),Sonora,27.418201,-109.934149,64,38.0,26.0
Los Nogales,Sonora,30.583234,-110.912188,3,,
San José de Moradillas (El Cochi),Sonora,28.585174,-110.484689,3,,
Tepoca,Sonora,28.433703,-109.254937,255,128.0,127.0
General Lázaro Cárdenas,Sonora,28.316005,-110.587312,407,205.0,202.0
La Calera (Divisadero),Sonora,30.380477,-110.638654,1,,
El Derrumbadero,Sonora,30.732824,-110.309561,8,5.0,3.0
La Garita,Sonora,29.861588,-111.598478,1,,
El Treinta y Ocho,Sonora,29.623908,-111.145076,4,,
El Palotal,Sonora,27.693058,-109.905922,1,,
Campo de Consuelo Valenzuela,Sonora,27.525383,-109.961621,3,,
Mesa de la Valdeza,Sonora,30.635016,-109.747221,3,,
Tierra Nueva,Sonora,28.028673,-110.909985,2,,
Ricardo Cornídez,Sonora,31.271868,-109.561328,2,,
La Huerta (Bloque 601),Sonora,27.41964,-110.023584,6,,
Ramón Olguín,Sonora,27.71863,-109.892069,6,,
El Triunfo,Sonora,28.845136,-111.42922,824,415.0,409.0
El Bellotal,Sonora,30.93661,-110.473815,3,,
Francisco Clemen Bretano,Sonora,27.080829,-109.537071,1,,
Héctor Murrieta Coronado,Sonora,27.459316,-109.865031,1,,
El Peñalito,Sonora,30.721403,-111.817026,5,,
Las Guayabas,Sonora,26.897427,-109.689259,504,264.0,240.0
Santa María,Sonora,27.711949,-109.77212,1,,
Crisóforo Serrano García,Sonora,27.497242,-110.001136,1,,
La Negra,Sonora,27.64213,-109.897587,5,,
"Club de Tiro, Caza y Pesca de Caborca",Sonora,30.692482,-112.270706,1,,
Nahuibampo,Sonora,27.377852,-108.906792,119,67.0,52.0
Las Tinajas,Sonora,29.988611,-111.134374,3,,
José Almada,Sonora,26.974267,-109.756614,4,,
Huepaco,Sonora,26.803457,-109.684894,144,72.0,72.0
Santa Margarita,Sonora,28.025071,-110.893638,10,,
Jesús Román,Sonora,27.474181,-109.869125,5,,
El Chupadero,Sonora,30.823148,-111.189759,3,,
Tesia (Guayparín),Sonora,27.565264,-109.214279,3,,
El Sahuaro,Sonora,30.65064,-111.150553,2,,
General Felipe Ángeles,Sonora,28.273377,-110.627885,301,155.0,146.0
El Baicimaco (Agua del Cerro),Sonora,30.359722,-110.70608,9,5.0,4.0
Vivero,Sonora,27.630674,-109.923237,1,,
San Carlos,Sonora,29.08293,-111.319176,4,,
Santa Teresa,Sonora,27.502582,-109.841313,1,,
Nacozari Viejo,Sonora,30.309143,-109.686938,9,5.0,4.0
Campo Nuevo,Sonora,28.03852,-110.909205,1,,
Campo Veintiocho,Sonora,27.513585,-110.035337,200,111.0,89.0
Ninguno [Juan García Quintero],Sonora,32.43663,-114.850095,3,,
Ganfer (Invernadero),Sonora,30.991978,-110.877728,114,,
"Jesús, María y José [Ramón Granados Valenzuela]",Sonora,27.345989,-110.223536,2,,
J. Dolores Monroy Patiño,Sonora,32.426925,-114.824638,1,,
Campo Ramona Verduzco (Bloque 1908),Sonora,27.171871,-109.949398,2,,
José Luis Ochoa,Sonora,27.561375,-110.008432,1,,
Las Piedritas,Sonora,26.999908,-109.725475,14,,
La Nacha,Sonora,30.454961,-109.559379,1,,
El Manzano,Sonora,31.331309,-109.601162,1,,
El Seis Viejo (El Seis),Sonora,27.407775,-109.981924,11,5.0,6.0
El Bajadero,Sonora,28.532898,-109.907343,3,,
Guadalupe,Sonora,27.536658,-109.887553,3,,
Cañada del Horno [Chito Morales],Sonora,30.335554,-110.155407,1,,
Familia Ruiz Duarte,Sonora,27.986729,-110.895803,3,,
El Coyote,Sonora,28.024961,-110.873694,5,,
La Ocho,Sonora,27.372285,-110.157582,29,13.0,16.0
Juan Salvador Esquer,Sonora,27.243973,-109.851403,3,,
Rancho Cinco Estrellas [Fraccionamiento Campestre],Sonora,31.280443,-109.615787,9,,
La Mesita,Sonora,29.335833,-110.177222,1,,
Lázaro Cárdenas (Cerro Gordo),Tamaulipas,22.970634,-100.053054,985,497.0,488.0
Los Tanques,Tamaulipas,23.375787,-100.001626,61,33.0,28.0
Las Albercas,Tamaulipas,23.270289,-100.06173,339,164.0,175.0
San Nicolás,Tamaulipas,23.341866,-100.075006,132,71.0,61.0
San Antonio de Padua,Tamaulipas,23.36936,-100.084261,262,132.0,130.0
La Loma Rasa,Tamaulipas,23.331317,-100.120343,80,45.0,35.0
La Higuera,Tamaulipas,23.328646,-100.06754,161,86.0,75.0
Joya de Maravillas,Tamaulipas,23.043538,-100.006896,158,74.0,84.0
Montevideo,Tamaulipas,23.210873,-100.018809,10,6.0,4.0
Las Flores,Tamaulipas,23.196085,-100.074836,230,118.0,112.0
Nuevo Progreso (Las Ánimas),Tamaulipas,23.131678,-100.093306,107,52.0,55.0
El Llano y Anexas (El Llano),Tamaulipas,23.347783,-100.005235,414,203.0,211.0
San Francisco de Padua,Tamaulipas,23.358306,-100.083469,70,36.0,34.0
El Chiquihuite,Zacatecas,22.597234,-103.224648,301,142.0,159.0
Laguna del Carretero,Zacatecas,22.279667,-102.807532,317,160.0,157.0
La Loma (Octaviano Mireles Zapata),Zacatecas,22.113192,-101.537531,2,,
Potrero de Abajo (Santiago Reséndez Pasillas),Zacatecas,23.237478,-103.716405,4,,
Mezquital del Oro,Zacatecas,21.216722,-103.362901,1136,538.0,598.0
Colonia Emancipación,Zacatecas,23.239999,-103.052575,461,232.0,229.0
Gruñidora,Zacatecas,24.214444,-101.920833,59,34.0,25.0
El Canario,Zacatecas,23.000715,-102.682594,4,,
La Palma [Restaurante],Zacatecas,24.326667,-101.400278,6,,
El Molino,Zacatecas,23.082081,-102.26408,7,3.0,4.0
Buenavista de Rivera,Zacatecas,23.133673,-102.832449,34,15.0,19.0
El Jarillal,Zacatecas,22.494028,-101.339579,16,10.0,6.0
Alberto González,Zacatecas,23.326834,-103.010557,12,,
El Tejuján,Zacatecas,23.137744,-103.354972,107,55.0,52.0
Rancho de Tovar,Zacatecas,23.089802,-102.419627,1,,
San Felipe de Jesús Uno [Rancho],Zacatecas,23.027137,-102.290489,5,,
Colonia Libertad,Zacatecas,22.743309,-102.637739,2,,
La Calavera,Zacatecas,23.459066,-102.441608,3,,
Los Vela,Zacatecas,21.943493,-103.230941,135,71.0,64.0
El Soto,Zacatecas,21.565467,-103.370081,188,94.0,94.0
Ojito de Huatitapa,Zacatecas,23.72921,-103.836549,10,,
San Pascual,Zacatecas,23.526186,-103.714442,94,48.0,46.0
Rancho de Fredy,Zacatecas,23.330091,-102.930573,5,,
La Chiquilla,Zacatecas,22.156424,-101.397748,353,167.0,186.0
Peña Prieta,Zacatecas,21.270189,-103.172857,3,,
Pozo los Rusos,Zacatecas,24.125138,-103.421834,2,,
Mesa de Palmira (Mesa de la Virgen),Zacatecas,21.831074,-103.136403,199,104.0,95.0
Los Vergelitos,Zacatecas,23.035193,-103.456173,7,,
El Rosario (Puerto del Rosario),Zacatecas,24.391944,-101.670556,220,120.0,100.0
La Concepción,Zacatecas,22.235905,-101.854538,1036,495.0,541.0
La Joya Prieta,Zacatecas,22.607886,-103.012486,1,,
El Rey,Zacatecas,23.031321,-102.306616,50,29.0,21.0
San Ángel del Río,Zacatecas,22.64503,-101.913617,9,6.0,3.0
Alto del Zapote,Zacatecas,21.722347,-102.856496,22,11.0,11.0
El Burrito,Zacatecas,22.182531,-101.781748,7,,
El Reparo (El Pértigo),Zacatecas,21.647957,-102.831319,1,,
El Rosario de Ábrego,Zacatecas,23.252437,-103.29923,27,15.0,12.0
Santa Rosa,Zacatecas,22.526334,-102.269169,19,8.0,11.0
Viboritas,Zacatecas,22.566266,-102.540172,365,170.0,195.0
El Varal,Zacatecas,23.575981,-103.352739,38,18.0,20.0
San Ignacio (Carlos Pérez),Zacatecas,22.892914,-102.718002,7,,
San Pedro Ocotlán,Zacatecas,21.533224,-103.310133,743,322.0,421.0
Colonia Aguiña,Zacatecas,22.558221,-101.999938,13,7.0,6.0
San Carlos,Zacatecas,22.350563,-101.480211,249,110.0,139.0
El Tecolote (Jacobo Varela),Zacatecas,23.088811,-102.425684,3,,
Jalpa,Zacatecas,21.632239,-102.975834,15291,7405.0,7886.0
Mesa Grande,Zacatecas,21.553438,-103.414701,165,77.0,88.0
Finca San José,Zacatecas,22.985737,-102.732306,6,,
Santa Cruz [Rancho],Zacatecas,22.464655,-102.34203,1,,
El Rosario,Zacatecas,22.888687,-102.581342,6,,
Campo Veintiséis (La Honda),Zacatecas,24.025265,-103.423445,141,65.0,76.0
Almendros (La Congoja de Arriba),Zacatecas,22.497183,-102.324277,6,,
Leyva [Granja],Zacatecas,22.493546,-102.254466,82,42.0,40.0
Leocadio Guerrero Dos (San Melchor),Zacatecas,24.40877,-102.201804,4,3.0,1.0
Agua Blanca,Zacatecas,21.917103,-103.307061,62,30.0,32.0
La Laborcilla,Zacatecas,24.568138,-101.369132,198,93.0,105.0
Los Tejabanes (Señor del Consuelo),Zacatecas,22.97851,-102.644069,4,,
Santa Rosa (Las Mangas),Zacatecas,22.59874,-102.395407,8,4.0,4.0
Mesa del Tule,Zacatecas,21.621854,-103.338646,1,,
San Juan del Terrero,Zacatecas,23.771357,-103.653123,34,16.0,18.0
Trinidad Norte,Zacatecas,22.458879,-101.522399,483,225.0,258.0
El Embudo (Isaías Aguilera) [Rancho],Zacatecas,23.777146,-102.398566,4,,
Rancho del Charro (Pozo Número Uno),Zacatecas,22.60308,-103.026287,15,10.0,5.0
Las Pilas,Zacatecas,22.840779,-102.612072,1255,602.0,653.0
La Purísima,Zacatecas,21.449719,-103.093771,177,71.0,106.0
El Solitario,Zacatecas,22.569347,-102.783535,5,,
Huertas del Bordo,Zacatecas,22.939421,-102.411838,29,18.0,11.0
La Cieneguita [Rancho],Zacatecas,21.35653,-102.819832,1,,
La Espuela (La Esperanza) [Rancho],Zacatecas,23.172222,-103.080833,12,,
Carlos Handal [Rancho],Zacatecas,24.622993,-101.385081,2,,
El Rincón de Piña,Zacatecas,22.241185,-101.80199,78,34.0,44.0
Presa de Valenzuela (Laguna de Valenzuela),Zacatecas,22.347155,-101.67222,783,382.0,401.0
El Bajío,Zacatecas,21.590919,-102.832984,2,,
Colonia Independencia (La Soledad),Zacatecas,22.428241,-101.816965,406,183.0,223.0
La Ceja,Zacatecas,21.245387,-103.465293,354,184.0,170.0
El Roble,Zacatecas,21.282863,-103.332664,10,,
El Establo,Zacatecas,23.171566,-103.275761,20,12.0,8.0
El Pino (Magdaleno Gómez Martínez),Zacatecas,23.493997,-103.328659,1,,
El Fanfarrón,Zacatecas,22.062271,-102.854159,1,,
Loma de Magallanes,Zacatecas,21.258278,-103.486343,9,,
Paso Blanco,Zacatecas,23.979515,-102.898165,24,7.0,17.0
Saucito del Poleo,Zacatecas,23.104636,-102.902541,401,183.0,218.0
Corrales,Zacatecas,23.230026,-103.644298,899,468.0,431.0
El Rayado,Zacatecas,24.368087,-102.096049,18,10.0,8.0
Matamoros,Zacatecas,24.864108,-101.994541,374,196.0,178.0
Santa Cecilia [Estación de Servicio],Zacatecas,23.485983,-102.143221,3,,
Adjuntas del Peñasco (El Peñasco),Zacatecas,22.990972,-102.839724,488,242.0,246.0
La Masa,Zacatecas,22.450259,-103.550569,49,23.0,26.0
Barrio los Iglesias,Zacatecas,21.643398,-102.965881,22,11.0,11.0
Loreto,Zacatecas,22.272187,-101.986564,26287,12805.0,13482.0
Salitrillo,Zacatecas,24.601633,-101.368151,60,42.0,18.0
El Cuartito,Zacatecas,22.532324,-101.507932,57,25.0,32.0
Lagunita de Pinedo,Zacatecas,22.324008,-103.559786,5,4.0,1.0
La Venadita,Zacatecas,23.192053,-103.050044,5,,
El Ahuilote,Zacatecas,21.157738,-103.350767,4,,
La Lomita,Zacatecas,23.968307,-102.907951,10,4.0,6.0
Zacatecas,Zacatecas,22.776096,-102.571836,138444,66109.0,72335.0
San Pablo,Zacatecas,22.153076,-103.523187,4,3.0,1.0
El Pasaje,Zacatecas,23.766054,-103.43518,8,3.0,5.0
Bajo de Moya,Zacatecas,23.843881,-103.055144,50,24.0,26.0
